Primary Number,OTIS ID,Property Number,Name,Aliases and Alias Types,St Number,St Name,City,County,Zip,Vicinity,Other Geography,Evaluation Info,District Elements,Parent District,Assoc Resources,Parcel Num,MilePost,Ownership,Construction Year(s),oCode,Date Modified,Export Date
01-003254,412928,10121,GOV BLAISDELL,"SLAYTON HOME, EARL MACKINTOSH HOME^Other Name",40572,MISSION BLVD,FREMONT,ALAMEDA,94538,,,"3S, , 4538-0012-0000",,,,,,P,1851,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-010343,573777,123732,,,42425,MISSION BLVD,FREMONT,ALAMEDA,94539,,,"6Y, 12/27/1999, DOE-01-99-0084-0000 | 6Y, 12/27/1999, FHWA991122A",,,,513-0473-002-02,,P,1920,,4/5/2018,9/23/2022
01-003283,412957,10150,JUAN GALLEGOS MANSION,,43182,MISSION BLVD,FREMONT,ALAMEDA,94538,,,"3S, , 4538-0017-0000",,,,,,P,1885,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003282,412956,10149,Mission San Jose de Guadalupe,14th California Mission^unknown | MISSION SAN JOSE^Other Name,43300,MISSION BLVD,FREMONT,Alameda,94539,,,"1S, 01/01/1971, 4538-0016-0000 | 1S, 07/14/1971, NPS-71000131-0000 | 7L, 08/08/1939, SHL-0334-0000",,,,,,,1810,o37121e8 | o37122g3,8/2/2022,9/23/2022
01-010354,573949,123955,THE OLD SCHOOL,,43551,MISSION BLVD,FREMONT,ALAMEDA,94539,,,"7J, 05/01/2000, 537.9-01-0107",,,,,,,1913,o37122h3,4/5/2018,9/23/2022
,547038,150983,,,915,MISSION RD,FREMONT,ALAMEDA,94539,,,"6Y, 03/19/2003, DOE-01-03-0145-0000 | 6Y, 03/19/2003, FHWA020805D",,,,513-0105-002-04,,M,1915,,4/5/2018,9/23/2022
01-003300,412976,10170,MEDICAL OFFICE CONDOMINIUMS,,,MOWRY AVE,FREMONT,ALAMEDA,,,PARKSIDE DR (Corridor),"7R, , 4538-0037-0000",,,,,,P,1984,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003303,412979,10173,WASHINGTON HOSPITAL,,,MOWRY AVE,FREMONT,ALAMEDA,,,CIVIC CENTER DR (Corridor),"7R, , 4538-0040-0000",,,,,,P,1960,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003306,412982,10176,CHRIST THE KING LUTHERAN CHURCH,,1301,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7R, , 4538-0043-0000",,,,,,P,1955,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003305,412981,10175,GOOD SHEPHERD LUTHERAN HOME,,1335,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7R, , 4538-0042-0000",,,,,,P,1970,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003298,412971,10165,CHAMPION HOUSE,,1357,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7N, , 4538-0032-0000",,,,501 1560 3 2,,P,1880,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-005738,467058,64847,CHAMPION PROPERTY,,1357,MOWRY AVE,FREMONT,ALAMEDA,,,,"2S2, 08/20/1986, DOE-01-86-0009-0000 | 2S2, 08/20/1986, FHWA851203C",,,,,,U,,,4/5/2018,9/23/2022
01-003304,412980,10174,COUNTY WATER DISTRICT WELL FIELD,,1451,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7R, , 4538-0041-0000",,,,501 1560 4,,C,1970,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003299,412972,10166,LANAHAN HOUSE,,1467,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7N, , 4538-0033-0000",,,,501 1560 6,,P,1944,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-002258,412973,10167,"SANTOS FARMHOUSE, DAMAS FARMHOUSE",,1481,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7N, , 4538-0034-0000",,,,501 1560 7 3,,P,1868,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-002259,412974,10168,"SANTOS FARM SHED, DAMAS FARM SHED",,1481,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7N, , 4538-0035-0000",,,,501 1560 7 3,,P,1868,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-002260,412975,10169,"SANTOS FARM BARN, DAMOS FARM BARN",,1481,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7N, , 4538-0036-0000",,,,501 1560 7 3,,P,1868,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-002261,467059,64848,SANTOS FARM COMPLEX,,1481,MOWRY AVE,FREMONT,ALAMEDA,,,,"2S2, 08/20/1986, DOE-01-86-0014-0000 | 2S2, 08/20/1986, FHWA851203E",,,,,,U,,,4/5/2018,9/23/2022
01-003302,412978,10172,FREMONT PODIATRIST CENTER,,1800,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7R, , 4538-0039-0000",,,,,,P,1970,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003301,412977,10171,MOWRY PROFESSIONAL CENTER,,1900,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"7R, , 4538-0038-0000",,,,,,P,1965,o37121e8 | o37122g3,4/5/2018,9/23/2022
,667189,,Fremont Maintenance Station,,245,Mowry Ave,Fremont,Alameda,94536,,,"6YM, 12/10/2013, CATRA_2013_1112_005",,,,507-340-8,,,1960,o37121e8,4/5/2018,9/23/2022
,542402,155874,,,325,MOWRY AVE,FREMONT,ALAMEDA,94536,,,"6Y, 10/14/2005, FCC050912C",,,,,,P,,,4/5/2018,9/23/2022
01-003261,412935,10128,NILES HOTEL,MARTIN HOUSE^Other Name,,NILES BLVD,FREMONT,ALAMEDA,,,MISSION BLVD (Corridor),"7R, , 4538-0014-0006",,412954,,,,U,,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003262,412936,10129,FIRST AND SECOND NILES SCHOOLS SITE,,,NILES BLVD,FREMONT,ALAMEDA,,,MISSION BLVD (Corridor),"7R, , 4538-0014-0007",,412954,,,,U,,o37121e8,4/5/2018,9/23/2022
01-003263,412937,10130,FIRE STATION,,,NILES BLVD,FREMONT,ALAMEDA,,,H ST (Corridor),"7R, , 4538-0014-0008",,412954,,,,U,,o37121e8,4/5/2018,9/23/2022
01-003264,412938,10131,FIRST FREMONT IOOF HALL,ODD FELLOWS BUILDING^Other Name,,NILES BLVD,FREMONT,ALAMEDA,,,I ST (Corridor),"7R, , 4538-0014-0010",,412954,,,,U,,o37121e7 | o37121e8,4/5/2018,9/23/2022
01-003265,412939,10132,ELLSWORTH BLDG,MOORE SALOON^Other Name,,NILES BLVD,FREMONT,ALAMEDA,,,J ST (Corridor),"7R, , 4538-0014-0011",,412954,,,,U,,o37121e7 | o37121e8,4/5/2018,9/23/2022
01-003280,412954,10147,"NILES, NILES OLD TOWN COMPLEX",,,NILES BLVD,FREMONT,ALAMEDA,,,MISSION BLVD (Corridor),"7R, , 4538-0014-9999","412,930,412,931,412,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",,,,,P,,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003285,412959,10152,ESSANAY STUDIO COMPLEX,,,NILES BLVD,FREMONT,ALAMEDA,,,2ND ST (Corridor),"3S, , 4538-0019-0000",,,,,,P,1900-1910,o37121e8 | o37122g3,4/5/2018,9/23/2022
01-003286,412960,10153,"VALLEJO ADOBE, CALIFORNIA NURSERY",,,NILES BLVD,FREMONT,Alameda,94536,,NURSERY AVE (Corridor),"1S, 01/01/1971, 4538-0020-0000 | 1S, 05/06/1971, NPS-71000130-0000",,,,,,,1842,o37121e8 | o37122g3,4/5/2018,9/23/2022
,695675,,Eucalyptus Tree Row,,,Niles Canyon Rd,Fremont,Alameda,,,,"6Y, 01/11/2008, FHWA041116A",,,,,,,,,12/30/2020,9/23/2022
,711997,,APN: 519-1352-007-04<,,44580,Old Warm Springs,Fremont,Alameda,94538,,,,,,,,,,,,7/11/2022,9/23/2022
,711927,,APN: 519-1310-004-01<,,44758,Old Warm Springs BLVD,Fremont,Alameda,94538,,,,,,,,,,,,7/8/2022,9/23/2022
,711928,,APN: 519-1310-003-04<,,44788,Old Warm Springs Blvd,Fremont,Alameda,94538,,,,,,,,,,,,7/8/2022,9/23/2022
,559254,138658,,,41646,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0050-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-345-031-02,,P,1939,o37121e8,4/5/2018,9/23/2022
01-002207,559218,138622,,,41655,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0025-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-342-01,,P,1954,o37121e8,4/5/2018,9/23/2022
,559233,138657,,,41688,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0061-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-345-032-09,,P,1954,o37121e8,4/5/2018,9/23/2022
,559253,138656,,,41700,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0060-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-345-029-02,,P,1954,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559252,138655,,,41742,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0059-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-345-027-02,,P,1954,o37121e8,4/5/2018,9/23/2022
01-002208,559219,138623,FORD HOUSE,,41753,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"2S2, 08/13/2001, DOE-01-01-0026-0000 | 2S2, 08/13/2001, FHWA010705B",,,,525-341-03,,P,1890,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559251,138654,,,41760,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0058-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-345-26-02,,P,1954,o37121e8,4/5/2018,9/23/2022
,559250,138653,,,41786,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0057-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-345-025-02,,P,1953,o37121e8,4/5/2018,9/23/2022
,559220,138624,,,41791,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0027-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-342-04,,P,1953,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559249,138652,,,41816,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0056-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-345-023,,P,1939,o37121e8,4/5/2018,9/23/2022
,559221,138625,,,41829,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0028-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-342-05,,P,1956,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559248,138651,,,41868,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0055-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-334-21-02,,P,1953,o37121e8,4/5/2018,9/23/2022
,559222,138626,,,41875,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0029-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-342-62,,P,1956,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559255,138659,,,41911,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0063-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-01-02,,P,1988,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559223,138627,,,41965,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0030-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-2,,P,1956,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559247,138650,,,42000,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0054-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-336-01-01,,P,1968,o37121e8 | o38121g2,4/5/2018,9/23/2022
,559256,138660,,,42021,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0064-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-03,,P,1990,o37121e8,4/5/2018,9/23/2022
,559246,138649,,,42028,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0053-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-336-03-2,,P,1952,o37121e8,4/5/2018,9/23/2022
,559261,138665,,,42080,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0069-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-336-02-08,,P,1987,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559257,138661,,,42111,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0065-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-04-04,,P,1990,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559224,138628,,,42183,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0031-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-4-06,,P,1952,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559245,138648,,,42218,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0052-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-336-05,,P,1954,o37121e8,4/5/2018,9/23/2022
,559225,138629,,,42223,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0032-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-5,,P,1954,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559226,138630,,,42241,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0033-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-6,,P,1953,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559228,138632,,,42255,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0035-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-7,,P,1953,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559229,138633,,,42269,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0036-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-8,,P,1953,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559244,138647,,,42270,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001,  | 6Y, 08/13/2001, FHWA010705B",,,,525-336-06-08,,P,1883,o37121e8,4/5/2018,9/23/2022
01-010344,573778,123733,MCCOLLOUGH HOUSE,,42270,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0051-0000 | 6Y, 08/13/2001, FHWA010705B | 6Y, 12/27/1999, DOE-01-99-0085-0000 | 6Y, 12/27/1999, FHWA991122A",,,,525-0336-006-08,,P,1883,o37121e8,4/5/2018,9/23/2022
,559230,138634,,,42281,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0037-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-9,,P,1954,o37121e8,4/5/2018,9/23/2022
,559243,138646,,,42282,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0049-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-336-7-14,,P,1960,o37121e8 | o38120a4,4/5/2018,9/23/2022
,559227,138631,,,42345,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0034-0000 | 6Y, 08/13/2001, FHWA010705B",,,,522-339-12,,P,1954,o32117f2 | o37121e8,4/5/2018,9/23/2022
,559231,138635,,,42359,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0038-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-13,,P,1954,o37121e8,4/5/2018,9/23/2022
,559232,138636,,,42387,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0039-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-14,,P,1954,o37121e8,4/5/2018,9/23/2022
,559258,138662,,,42475,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0066-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-339-15-02,,P,1977,o37121e8,4/5/2018,9/23/2022
01-002222,559234,138637,DURHAM HOUSE,,42539,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"2S2, 08/13/2001, DOE-01-01-0040-0000 | 2S2, 08/13/2001, FHWA010705B",,,,525-342-03,,P,1921,o37121e8,4/5/2018,9/23/2022
,559262,138666,,,42550,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0070-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-336-07-16,,P,1990,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559263,138667,,,42650,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0071-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-40,,P,1987,o37121e8,4/5/2018,9/23/2022
,559264,138668,,,42750,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0072-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-41,,P,1987,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559242,138645,,,42950,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0048-0000 | 6Y, 08/13/2001, FHWA010705B",,,,513-0331-020-02,,P,1975,o37121e8 | o38121h1,4/5/2018,9/23/2022
,559235,138638,,,43015,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0041-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-014-02,,P,1953,o37121e8,4/5/2018,9/23/2022
01-002224,559236,138639,,,43033,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0042-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-013-02,,P,1950,o37121e8,4/5/2018,9/23/2022
,559259,138663,,,43055,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0067-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-25,,P,1977,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559237,138640,,,43077,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0043-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-012-02,,P,1914,o37121e8,4/5/2018,9/23/2022
,559241,138644,,,43078,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0047-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-03-02,,P,1935,o37121e8,4/5/2018,9/23/2022
01-002228,559240,138643,,,43126,OSGOOD RD,FREMONT,Alameda,94539,,,"6Y, 08/13/2001, DOE-01-01-0046-0000 | 6Y, 08/13/2001, FHWA010705B",,,,513-0701-001-02,,,1936,o37121e8,4/5/2018,9/23/2022
,559265,138669,,,43140,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0073-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-03-09,,P,1999,o37121e8 | o39120f5,4/5/2018,9/23/2022
,559260,138664,,,43157,OSGOOD RD,FREMONT,ALAMEDA,94539,,,"6Y, 08/13/2001, DOE-01-01-0068-0000 | 6Y, 08/13/2001, FHWA010705B",,,,525-331-11,,P,1980,o37121e8 | o39120f5,4/5/2018,9/23/2022
01-002227,559239,138642,,,43230,OSGOOD RD,FREMONT,Alameda,94539,,,"6Y, 08/13/2001, DOE-01-01-0045-0000 | 6Y, 08/13/2001, FHWA010705B",,,,513-0701-002-08,,,1948,o37121e8,4/5/2018,9/23/2022
01-002226,559238,138641,,,43400,OSGOOD RD,FREMONT,Alameda,94539,,,"6Y, 08/13/2001, DOE-01-01-0044-0000 | 6Y, 08/13/2001, FHWA010705B",,,,513-0701-005-05,,,1974,o37121e8 | o38121e5,4/5/2018,9/23/2022
01-008607,498191,103945,,,38550,OVERACKER AVE,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0064-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
01-001765,469548,67421,OVERACKER HOUSE,,39051,OVERACKER AVE,FREMONT,ALAMEDA,94536,,,"6Y, 10/04/1989, USN890912A",,,,,,P,,o38121b5,4/5/2018,9/23/2022
01-010345,573779,123737,JOHN F. & MARIA SOUZA FARM,,42354,PALM AVE,FREMONT,ALAMEDA,94539,,,"6Y, 12/27/1999, DOE-01-99-0086-0000 | 6Y, 12/27/1999, FHWA991122A",,,,513-0472-008-02,,P,1905-1953,o37121e8,4/5/2018,9/23/2022
01-005786,468032,65855,MORRIS PL,,39111,PASEO PADRE PKWY,FREMONT,Alameda,94538,,,"6Y, 05/31/1989, DOE-01-89-0001-0000 | 6Y, 05/31/1989, FDIC890511J",,,,,,,,,8/31/2020,9/23/2022
,508357,190138,,,41299,PASEO PADRE PKWY,FREMONT,Alameda,94539,,,"6Y, 08/03/2012, HUD120802D",,,,525236514,,,1972,,8/31/2020,9/23/2022
01-010129,507358,115304,SIM COTTAGE,,1251,PERALTA BLVD,FREMONT,ALAMEDA,94537,,,,,,,,,M,1852,,4/5/2018,9/23/2022
01-003288,412962,10155,"SHINN HOME, SHINN HISTORICAL PARK",,1269,PERALTA BLVD,FREMONT,Alameda,94536,,,"2S, 08/21/1981, 65001023 | 2S2, 01/01/1981, 4538-0022-0000 | 2S2, 06/30/1981, HUD830711AJ",,,,,,,1876,o37121e8 | o37122g3,4/26/2018,9/23/2022
01-008573,498148,103902,,,3270,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0022-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008572,498147,103901,,,3365,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0032-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008571,498146,103900,,,3439,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0031-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008570,498145,103899,,,3467,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0030-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008569,498144,103898,,,3495,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0029-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008568,498143,103897,,,3498,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0028-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
01-008567,498142,103896,,,3524,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0027-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008566,498141,103895,,,3536,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0026-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
01-008565,498140,103894,,,3550,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0025-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
01-008564,498139,103893,,,3562,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0080-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
01-008559,498134,103887,,,3568,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0017-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008558,498132,103884,,,3590,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0016-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008557,498131,103883,,,3612,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0015-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1930,,4/5/2018,9/23/2022
01-008556,498129,103881,,,3620,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0014-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
01-008555,498128,103880,,,3634,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0013-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008554,498127,103879,,,3652,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0012-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1925,,4/5/2018,9/23/2022
01-008553,498125,103876,,,3754,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0011-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
,712136,,,,3769,Peralta Blvd,Fremont,Alameda,94536,,,"6Y, 04/01/2021, FCC_2021_0301_001",,,,501-1474-017  | 501-1474-005-3,,,1970,o37122e1,7/11/2022,9/23/2022
01-008552,498124,103875,,,3781,PERALTA BLVD,FREMONT,ALAMEDA,,,,"6Y, 10/20/1995, DOE-01-95-0010-0000 | 6Y, 10/20/1995, FHWA950601A",,,,,,,1910,,4/5/2018,9/23/2022
,509015,189298,,,34461,REINDEER CT,FREMONT,ALAMEDA,94555,,,"6Y, 07/11/2012, HUD120618D",,,,,,P,,,4/5/2018,9/23/2022
01-010346,573780,123738,,,4893,ROSEGARDEN CT,FREMONT,ALAMEDA,94539,,,"6Y, 12/27/1999, DOE-01-99-0087-0000 | 6Y, 12/27/1999, FHWA991122A",,,,519-1703-047,,P,,o37121d8,4/5/2018,9/23/2022
01-009922,501816,108527,WHITFIELD RESERVOIR OUTFALL STRUCTURE,,,S GRIMMER BLVD,FREMONT,ALAMEDA,,,,"2S2, 08/01/1996, DOE-01-96-0015-0000 | 2S2, 08/01/1996, FEMA960720D",,,,,,,,,4/5/2018,9/23/2022
